Mãvậttư,Tên Vật Tư,Model,Đơn vị KD,Ngành hàng,Nhóm hàng,Tồn đầu (inventory)
KGK15008900,Nồi cơm điện 1.8 lít loại cơ Model KG18M1,KG18M1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2035
KGK15009000,Nồi cơm điện 1.8 lít loại cơ Model KG18M2,KG18M2,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2036
KGK15009100,Nồi cơm điện 1.8 lít loại cơ Model KG18M3,KG18M3,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2037
KGK15009200,Nồi cơm điện nắp rời 1.2L model KG12M1,KG12M1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2038
KGK15009300,Nồi cơm điện nắp rời 1.8L model KG18M4,KG18M4,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2039
KGK15009400,Nồi cơm điện nắp rời 1.8L model KG18M5,KG18M5,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2040
KGK15009500,Nồi cơm điện nắp rời 1.8L model KG18M6,KG18M6,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2041
KGK15009600,Nồi cơm điện nắp rời 2.2L model KG22M1,KG22M1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2042
KGK15009900,Nồi cơm điện nắp rời 2.2L model KG22M2,KG22M2,MYA,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2043
KGK15010100,Nồi cơm điện 1.8L loại cơ model KG18R6,KG18R6,VU1,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2044
KGK15010400,Nồi cơm điện 1.8 lít điện tử model KG18DR8,KG18DR8,DAN,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2045
KGK15010400,Nồi cơm điện 1.8 lít điện tử model KG18DR8,KG18DR8,HCM,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2046
KGK15010400,Nồi cơm điện 1.8 lít điện tử model KG18DR8,KG18DR8,VU1,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2047
KGK15010500,Nồi cơm điện 1.5L loại cơ model KG12RC1,KG12RC1,DAN,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2048
KGK15010500,Nồi cơm điện 1.5L loại cơ model KG12RC1,KG12RC1,HCM,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2049
KGK15010500,Nồi cơm điện 1.5L loại cơ model KG12RC1,KG12RC1,VU1,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2050
KGK15010600,Nồi cơm điện Kangaroo KG18RC3,KG18RC3,DAN,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2051
KGK15010600,Nồi cơm điện Kangaroo KG18RC3,KG18RC3,HCM,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2052
KGK15010600,Nồi cơm điện Kangaroo KG18RC3,KG18RC3,VU1,Ngành hàng thiết bị nhà bếp,Nhóm nồi cơm điện,2053
KGK16000100,Máy hút mùi kính KG13,KG13,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2054
KGK16000300,Máy hút mùi cổ điển KG15,KG15,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2055
KGK16000400,Máy hút mùi kính KG21,KG21,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2056
KGK16000500,Máy hút mùi kính KG22,KG22,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2057
KGK16000600,Máy hút mùi cổ điển KG23,KG23,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2058
KGK16000602,Máy hút mùi cổ điển KG23 (ko hộp cacbon),KGK16000602,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2059
KGK16000700,Máy hút mùi KG320,KG320,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2060
KGK16000800,Máy hút mùi KG321,KG321,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2061
KGK16000900,Máy hút mùi KG322,KG322,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2062
KGK16000900,Máy hút mùi KG322,KG322,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2063
KGK16001100,Máy hút mùi cổ điển size 70cm model KG520,KG520,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2064
KGK16001100,Máy hút mùi cổ điển size 70cm model KG520,KG520,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2065
KGK16001200,Máy hút mùi cổ điển size 70cm model KG521,KG521,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2066
KGK16001200,Máy hút mùi cổ điển size 70cm model KG521,KG521,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2067
KGK16001200,Máy hút mùi cổ điển size 70cm model KG521,KG521,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2068
KGK16001300,Máy hút mùi cổ điển size 70cm (thân inox) model KG520S,KG520S,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2069
KGK16001400,Máy hút mùi cổ điển size 70cm (thân inox) model KG521S,KG521S,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2070
KGK16001400,Máy hút mùi cổ điển size 70cm (thân inox) model KG521S,KG521S,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2071
KGK16001500,Máy hút mùi kính cong size 70cm model KG525,KG525,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2072
KGK16001500,Máy hút mùi kính cong size 70cm model KG525,KG525,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2073
KGK16001500,Máy hút mùi kính cong size 70cm model KG525,KG525,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2074
KGK16001600,Máy hút mùi kính cong size 90cm model KG526,KG526,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2075
KGK16001600,Máy hút mùi kính cong size 90cm model KG526,KG526,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2076
KGK16001600,Máy hút mùi kính cong size 90cm model KG526,KG526,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2077
KGK16001700,Máy hút mùi kính cong size 70cm model KG523,KG523,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2078
KGK16001700,Máy hút mùi kính cong size 70cm model KG523,KG523,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2079
KGK16001700,Máy hút mùi kính cong size 70cm model KG523,KG523,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2080
KGK16001800,Máy hút mùi kính cong size 90cm model KG524,KG524,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2081
KGK16001800,Máy hút mùi kính cong size 90cm model KG524,KG524,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2082
KGK16001800,Máy hút mùi kính cong size 90cm model KG524,KG524,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2083
KGK16001900,Máy hút mùi kính cong size 70cm model KG527,KG527,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2084
KGK16001900,Máy hút mùi kính cong size 70cm model KG527,KG527,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2085
KGK16001900,Máy hút mùi kính cong size 70cm model KG527,KG527,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2086
KGK16002000,Máy hút mùi kính cong size 90cm model KG528,KG528,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2087
KGK16002000,Máy hút mùi kính cong size 90cm model KG528,KG528,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2088
KGK16002100,Máy hút mùi kính cong size 70cm model KG522C,KG522C,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2089
KGK16002100,Máy hút mùi kính cong size 70cm model KG522C,KG522C,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2090
KGK16002100,Máy hút mùi kính cong size 70cm model KG522C,KG522C,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2091
KGK16002200,Máy hút mùi kính cong size 90cm model KG522,KG522,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2092
KGK16002300,Máy hút mùi cổ điển size 70cm (thân inox) model KG529,KG529,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2093
KGK16002300,Máy hút mùi cổ điển size 70cm (thân inox) model KG529,KG529,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2094
KGK16002400,Máy hút mùi cổ điển size 70cm model KG530,KG530,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2095
KGK16002400,Máy hút mùi cổ điển size 70cm model KG530,KG530,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2096
KGK16002400,Máy hút mùi cổ điển size 70cm model KG530,KG530,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2097
KGK16002500,Máy hút mùi cổ điển size 70cm model KG531,KG531,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2098
KGK16002500,Máy hút mùi cổ điển size 70cm model KG531,KG531,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2099
KGK16002500,Máy hút mùi cổ điển size 70cm model KG531,KG531,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2100
KGK16002600,Máy hút mùi cổ điển size 70cm model KG532,KG532,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2101
KGK16002600,Máy hút mùi cổ điển size 70cm model KG532,KG532,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2102
KGK16002600,Máy hút mùi cổ điển size 70cm model KG532,KG532,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2103
KGK16002700,Máy hút mùi cổ điển size 70cm model KG533,KG533,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2104
KGK16002700,Máy hút mùi cổ điển size 70cm model KG533,KG533,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2105
KGK16002700,Máy hút mùi cổ điển size 70cm model KG533,KG533,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2106
KGK16002800,Máy hút mùi kính cong size 90cm điều khiển nút ấn model KG534,KG534,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2107
KGK16002800,Máy hút mùi kính cong size 90cm điều khiển nút ấn model KG534,KG534,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2108
KGK16002900,Máy hút mùi kính cong size 90cm điều khiển nút ấn model KG535,KG535,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2109
KGK16002900,Máy hút mùi kính cong size 90cm điều khiển nút ấn model KG535,KG535,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2110
KGK16003000,Máy hút mùi kính cong size 90cm điều khiển cảm ứng model KG536,KG536,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2111
KGK16003000,Máy hút mùi kính cong size 90cm điều khiển cảm ứng model KG536,KG536,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2112
KGK16003100,Máy hút mùi kính vát size 70cm model KG1360,KG1360,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2113
KGK16003100,Máy hút mùi kính vát size 70cm model KG1360,KG1360,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2114
KGK16003100,Máy hút mùi kính vát size 70cm model KG1360,KG1360,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2115
KGK16003200,Máy hút mùi kính vát size 70cm model KG1361,KG1361,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2116
KGK16003200,Máy hút mùi kính vát size 70cm model KG1361,KG1361,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2117
KGK16003200,Máy hút mùi kính vát size 70cm model KG1361,KG1361,MYA,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2118
KGK16003200,Máy hút mùi kính vát size 70cm model KG1361,KG1361,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2119
KGK16003300,Máy hút mùi cổ điển size 70cm model KG70CH1,KG70CH1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2120
KGK16003400,Máy hút mùi cổ điển size 70cm model KG70CH2,KG70CH2,MYA,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2121
KGK16003500,Máy hút mùi âm tủ size 70cm điều khiển nút ấn model KG70BH1,KG70BH1,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2122
KGK16003500,Máy hút mùi âm tủ size 70cm điều khiển nút ấn model KG70BH1,KG70BH1,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2123
KGK16003500,Máy hút mùi âm tủ size 70cm điều khiển nút ấn model KG70BH1,KG70BH1,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2124
KGK16003600,Máy hút mùi kính cong size 70cm điều khiển nút ấn model KG538,KG538,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2125
KGK16003600,Máy hút mùi kính cong size 70cm điều khiển nút ấn model KG538,KG538,HCM,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2126
KGK16003600,Máy hút mùi kính cong size 70cm điều khiển nút ấn model KG538,KG538,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2127
KGK16003700,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH3,KG70CH3,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2128
KGK16003700,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH3,KG70CH3,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2129
KGK16003800,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH5,KG70CH5,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2130
KGK16003800,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH5,KG70CH5,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2131
KGK16003900,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH6,KG70CH6,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2132
KGK16003900,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH6,KG70CH6,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2133
KGK16004000,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH8,KG70CH8,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2134
KGK16004000,Máy hút mùi kính cong size 70cm điều khiển cảm ứng model KG70CH8,KG70CH8,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2135
KGK16004100,Máy hút mùi chữ T size 70cm điều khiển cảm ứng model KG70TH1,KG70TH1,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2136
KGK16004200,Máy hút mùi chữ T size 90cm điều khiển cảm ứng model KG90TH1,KG90TH1,DAN,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2137
KGK16004200,Máy hút mùi chữ T size 90cm điều khiển cảm ứng model KG90TH1,KG90TH1,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2138
KGK16004300,Máy hút mùi kính vát size 90cm điều khiển cảm ứng model KG90VH1,KG90VH1,VU1,Ngành hàng thiết bị nhà bếp,Nhóm máy hút mùi,2139
KGK17000100,Bếp gas âm inox KG17,KG17,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2140
KGK17000400,Bếp gas dương KG350,KG350,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2141
KGK17000400,Bếp gas dương KG350,KG350,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2142
KGK17000400,Bếp gas dương KG350,KG350,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2143
KGK17000500,Bếp gas âm KG351,KG351,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2144
KGK17000700,Bếp gas dương KG505,KG505,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2145
KGK17000700,Bếp gas dương KG505,KG505,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2146
KGK17000700,Bếp gas dương KG505,KG505,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2147
KGK17001200,Bếp gas dương kính KG510,KG510,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2148
KGK17001200,Bếp gas dương kính KG510,KG510,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2149
KGK17001300,Bếp gas dương kính KG501,KG501,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2150
KGK17001400,Bếp gas dương kính KG502,KG502,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2151
KGK17001500,Bếp gas đôi dương kính KG506,KG506,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2152
KGK17001500,Bếp gas đôi dương kính KG506,KG506,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2153
KGK17001500,Bếp gas đôi dương kính KG506,KG506,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2154
KGK17001600,Bếp gas dương kính hai lò KG511,KG511,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2155
KGK17001600,Bếp gas dương kính hai lò KG511,KG511,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2156
KGK17001600,Bếp gas dương kính hai lò KG511,KG511,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2157
KGK17001700,Bếp gas dương kính hai lò KG512,KG512,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2158
KGK17001700,Bếp gas dương kính hai lò KG512,KG512,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2159
KGK17001800,Bếp gas dương kính hai lò KG503,KG503,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2160
KGK17001800,Bếp gas dương kính hai lò KG503,KG503,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2161
KGK17001800,Bếp gas dương kính hai lò KG503,KG503,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2162
KGK17001900,Bếp gas dương kính hai lò KG507,KG507,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2163
KGK17001900,Bếp gas dương kính hai lò KG507,KG507,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2164
KGK17001900,Bếp gas dương kính hai lò KG507,KG507,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2165
KGK17002000,Bếp gas dương kính hai lò KG513,KG513,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2166
KGK17002000,Bếp gas dương kính hai lò KG513,KG513,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2167
KGK17002000,Bếp gas dương kính hai lò KG513,KG513,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2168
KGK17002100,Bếp gas dương kính hai lò KG515,KG515,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2169
KGK17002100,Bếp gas dương kính hai lò KG515,KG515,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2170
KGK17002100,Bếp gas dương kính hai lò KG515,KG515,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2171
KGK17002200,Bếp gas đôi dương kính KG02G1,KG02G1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2172
KGK17002300,Bếp gas đôi dương kính KG02G2,KG02G2,MYA,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2173
KGK17002400,Bếp gas đơn dương KG01G1,KG01G1,MYA,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2174
KGK17002500,Bếp gas đơn dương KG01G2,KG01G2,MYA,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2175
KGK17002800,Bếp gas đôi dương kính KG508M,KG508M,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2176
KGK17002900,Bếp gas đôi dương kính KG8G1C,KG8G1C,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2177
KGK17002900,Bếp gas đôi dương kính KG8G1C,KG8G1C,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2178
KGK17002900,Bếp gas đôi dương kính KG8G1C,KG8G1C,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2179
KGK17003000,Bếp gas đôi dương kính KG8G1A,KG8G1A,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2180
KGK17003000,Bếp gas đôi dương kính KG8G1A,KG8G1A,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2181
KGK17003000,Bếp gas đôi dương kính KG8G1A,KG8G1A,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp gas,2182
KGK23000100,Bếp hồng ngoại kangaroo-bếp đơn KG355i,KG355I,HCM,Ngành hàng thiết bị nhà bếp,Nhóm bếp hồng ngoại,2183
KGK23000100,Bếp hồng ngoại kangaroo-bếp đơn KG355i,KG355I,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp hồng ngoại,2184
KGK23000200,Bếp điện từ hồng ngoại kangaroo-bếp đôi KG356i,KG356I,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp hồng ngoại,2185
KGK23000400,Bếp điện từ hồng ngoại kangaroo -bếp bốn KG359i,KG359I,VU1,Ngành hàng thiết bị nhà bếp,Nhóm bếp hồng ngoại,2186
KGK23000600,Bếp hồng ngoại đơn KG382i,KG382I,DAN,Ngành hàng thiết bị nhà bếp,Nhóm bếp hồng ngoại,2187
